read_name	gene_name	./inst/extdata/mapping2apd bam	./inst/extdata/mapping2cox.bam	./inst/extdata/mapping2dbb.bam	./inst/extdata/mapping2mann.bam	./inst/extdata/mapping2mcf.bam	./inst/extdata/mapping2pgf.bam	./inst/extdata/mapping2qbl.bam	./inst/extdata/mapping2ssto.bam
WTCHG_18627:2:101:6820:2402	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:6967:9054	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:7043:16227	HLA-C	NA	0	4	4	4	0	4	4
WTCHG_18627:2:101:7168:18743	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:7551:14252	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:7681:12616	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:7753:11652	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:7948:19574	HLA-C	NA	0	NA	NA	3	2	NA	NA
WTCHG_18627:2:101:8006:14861	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:8107:13086	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:8338:20616	HLA-C	NA	0	4	4	4	0	4	4
WTCHG_18627:2:101:8468:1584	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:8543:2494	HLA-C	NA	0	2	3	2	2	2	2
WTCHG_18627:2:101:8622:13707	HLA-C	NA	0	NA	3	NA	0	NA	NA
WTCHG_18627:2:101:8676:5093	HLA-C	NA	0	NA	2	NA	0	NA	NA
WTCHG_18627:2:101:8679:1458	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:101:8975:16240	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:101:9124:9699	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:9360:8357	HLA-C	NA	0	0	0	1	0	0	0
WTCHG_18627:2:101:9495:14893	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:9697:3832	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:9790:11433	HLA-C	NA	1	2	NA	NA	1	2	2
WTCHG_18627:2:101:9934:17850	HLA-C	NA	0	2	2	NA	0	2	2
WTCHG_18627:2:101:9943:3268	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:10425:13702	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:102:10454:7397	HLA-C	NA	0	NA	NA	3	2	NA	NA
WTCHG_18627:2:102:10475:3015	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:1057:8669	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:10771:3212	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:10792:6451	HLA-C	NA	0	0	1	NA	0	NA	2
WTCHG_18627:2:102:11021:10043	HLA-C	NA	0	4	NA	NA	0	NA	NA
WTCHG_18627:2:102:11069:8781	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:11110:1165	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:11284:17347	HLA-C	NA	0	4	2	NA	0	4	4
WTCHG_18627:2:102:11566:4161	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:11686:19780	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:12039:11333	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:12479:10014	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:12721:20738	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:13081:17553	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:13130:5286	HLA-C	NA	1	4	4	NA	0	NA	NA
WTCHG_18627:2:102:13202:20986	HLA-C	NA	0	3	3	3	0	3	3
WTCHG_18627:2:102:13226:2126	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:13289:19386	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:13431:16308	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:13561:1537	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:13639:10715	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:13680:9337	HLA-C	NA	NA	NA	NA	3	0	NA	NA
WTCHG_18627:2:102:13707:7578	HLA-C	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:13800:12058	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:13859:2813	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:14141:17027	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:1432:9780	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:1434:14194	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:14366:17989	HLA-C	NA	1	1	1	1	1	1	1
WTCHG_18627:2:102:14822:19692	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:14901:12529	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:102:15115:1567	HLA-C	NA	1	2	NA	NA	1	NA	2
WTCHG_18627:2:102:15136:19423	HLA-C	NA	1	NA	NA	3	1	NA	NA
WTCHG_18627:2:102:15329:5304	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:15717:9193	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:15744:9767	HLA-C	NA	0	4	2	NA	0	4	4
WTCHG_18627:2:102:1581:1139	HLA-C	NA	1	2	NA	2	1	2	2
WTCHG_18627:2:102:15874:7010	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:15983:13195	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:16340:15171	HLA-C	NA	0	NA	3	4	1	NA	NA
WTCHG_18627:2:102:16463:1551	HLA-C	NA	0	2	NA	NA	0	NA	NA
WTCHG_18627:2:102:17053:13828	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:17061:14794	HLA-C	NA	0	NA	NA	NA	2	NA	NA
WTCHG_18627:2:102:17191:1829	HLA-C	NA	1	2	3	NA	1	3	3
WTCHG_18627:2:102:17304:7572	HLA-C	NA	0	1	NA	1	0	NA	1
WTCHG_18627:2:102:17502:4524	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:1760:3791	HLA-C	NA	1	2	NA	2	1	2	2
WTCHG_18627:2:102:17650:8116	HLA-C	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:17908:17099	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:18037:20622	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:18246:13728	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:18289:4824	HLA-C	NA	NA	2	NA	1	0	NA	NA
WTCHG_18627:2:102:18335:19120	HLA-C	NA	1	4	NA	NA	1	4	4
WTCHG_18627:2:102:18529:17240	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:19067:17365	HLA-C	NA	0	1	NA	2	0	NA	1
WTCHG_18627:2:102:19127:14936	HLA-C	NA	1	2	NA	NA	1	2	2
WTCHG_18627:2:102:19158:8385	HLA-C	NA	1	NA	NA	3	1	NA	NA
WTCHG_18627:2:102:19226:7383	HLA-C	NA	0	3	3	NA	0	NA	NA
WTCHG_18627:2:102:19511:1765	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:2085:17518	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:2104:15069	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:2142:6993	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:2143:13982	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:2182:13203	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:2219:1523	HLA-C	NA	0	1	NA	2	0	NA	1
WTCHG_18627:2:102:2513:5850	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:2531:6292	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:2685:5252	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:2934:4662	HLA-C	NA	0	4	4	NA	0	NA	NA
WTCHG_18627:2:102:4239:11320	HLA-C	NA	2	3	NA	NA	1	4	4
WTCHG_18627:2:102:4347:13587	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:102:4405:15338	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:4419:3766	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:4682:10876	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:102:4744:9109	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:4767:10536	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:4889:7011	HLA-C	NA	0	3	1	2	0	3	3
WTCHG_18627:2:102:4910:13894	HLA-C	NA	3	NA	NA	NA	3	NA	NA
WTCHG_18627:2:102:4919:14278	HLA-C	NA	0	3	4	NA	1	NA	NA
WTCHG_18627:2:102:5080:20735	HLA-C	NA	0	1	NA	2	0	NA	1
WTCHG_18627:2:102:5323:4721	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:5430:19822	HLA-C	NA	1	2	2	2	0	2	2
WTCHG_18627:2:102:5444:9787	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:5513:13651	HLA-C	NA	0	1	1	2	0	1	1
WTCHG_18627:2:102:5579:17860	HLA-C	NA	0	3	4	4	1	4	4
WTCHG_18627:2:102:5848:6333	HLA-C	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:5911:7643	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:5923:9459	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:5930:12630	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:6132:3155	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:6293:7425	HLA-C	NA	0	0	0	0	0	1	1
WTCHG_18627:2:102:6313:13915	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:6426:12206	HLA-C	NA	0	3	1	2	0	3	3
WTCHG_18627:2:102:6483:10015	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:6592:5740	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:6617:21269	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:6868:11895	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:6972:4237	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:7205:19354	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:7582:2902	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:7704:11019	HLA-C	NA	0	2	2	2	0	2	2
WTCHG_18627:2:102:7816:21036	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:8096:4376	HLA-C	NA	0	NA	NA	3	2	NA	NA
WTCHG_18627:2:102:8412:7959	HLA-C	NA	NA	NA	NA	3	0	NA	NA
WTCHG_18627:2:102:8422:12163	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:8492:5194	HLA-C	NA	NA	NA	NA	NA	2	NA	NA
WTCHG_18627:2:102:8852:20419	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:8906:11556	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:9015:6855	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:9069:1857	HLA-C	NA	0	3	NA	NA	0	NA	NA
WTCHG_18627:2:102:9142:13741	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:9272:18039	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:9341:16824	HLA-C	NA	0	1	3	NA	1	2	2
WTCHG_18627:2:102:9661:10848	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:9730:12868	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:102:9955:11185	HLA-C	NA	0	4	NA	NA	0	NA	NA
WTCHG_18627:2:103:1020:11992	HLA-C	NA	3	NA	NA	NA	4	NA	NA
WTCHG_18627:2:103:10217:6104	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:10345:2114	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:10475:16502	HLA-C	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:10707:12986	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:10920:7550	HLA-C	NA	NA	NA	NA	3	0	NA	NA
WTCHG_18627:2:103:10960:19742	HLA-C	NA	0	2	2	3	0	NA	NA
WTCHG_18627:2:103:11015:13391	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:11035:7307	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:11043:21015	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:11487:7684	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:11617:7600	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:11799:17788	HLA-C	NA	0	2	2	3	0	3	3
WTCHG_18627:2:103:11862:8286	HLA-C	NA	0	3	3	2	0	4	4
WTCHG_18627:2:103:12048:9743	HLA-C	NA	1	4	4	3	1	NA	NA
WTCHG_18627:2:103:12074:16586	HLA-C	NA	1	2	2	2	1	2	2
WTCHG_18627:2:103:12171:5865	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:103:12433:2336	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:12523:3114	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:12713:21178	HLA-C	NA	1	1	2	NA	0	NA	3
WTCHG_18627:2:103:12748:8278	HLA-C	NA	0	3	3	3	1	3	3
WTCHG_18627:2:103:12934:9664	HLA-C	NA	0	4	3	NA	0	NA	NA
WTCHG_18627:2:103:13028:10877	HLA-C	NA	0	3	3	3	0	3	3
WTCHG_18627:2:103:1306:15596	HLA-C	NA	3	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:13614:17986	HLA-C	NA	0	0	0	0	0	NA	1
WTCHG_18627:2:103:13716:12838	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:103:13978:15495	HLA-C	NA	3	NA	NA	NA	2	NA	NA
WTCHG_18627:2:103:14133:6886	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:103:14231:12262	HLA-C	NA	1	NA	NA	NA	2	NA	NA
WTCHG_18627:2:103:14369:5680	HLA-C	NA	1	2	2	3	1	2	2
WTCHG_18627:2:103:14389:19406	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:103:14534:12839	HLA-C	NA	0	3	2	3	0	NA	NA
WTCHG_18627:2:103:14652:9595	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:14735:8963	HLA-C	NA	1	2	NA	2	1	NA	2
WTCHG_18627:2:103:14735:9894	HLA-C	NA	0	2	NA	NA	0	NA	NA
WTCHG_18627:2:103:1488:1264	HLA-C	NA	1	2	2	2	1	2	2
WTCHG_18627:2:103:15181:10424	HLA-C	NA	0	NA	4	4	1	NA	NA
WTCHG_18627:2:103:15657:2231	HLA-C	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:15796:8304	HLA-C	NA	0	1	NA	1	0	NA	1
WTCHG_18627:2:103:15939:12061	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:16274:13775	HLA-C	NA	0	4	4	4	1	NA	NA
WTCHG_18627:2:103:16559:4170	HLA-C	NA	1	NA	NA	NA	2	NA	NA
WTCHG_18627:2:103:16905:2582	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:103:17138:12876	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:1722:9743	HLA-C	NA	0	0	NA	0	0	0	NA
WTCHG_18627:2:103:17296:2610	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:17530:1358	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:17908:16037	HLA-C	NA	2	NA	3	4	2	NA	NA
WTCHG_18627:2:103:18061:18579	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:18109:7763	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:18385:20387	HLA-C	NA	0	1	3	NA	1	2	2
WTCHG_18627:2:103:18488:10879	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:1861:2466	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:1881:9318	HLA-C	NA	0	2	NA	2	0	2	NA
WTCHG_18627:2:103:1901:2114	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:19093:12855	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:19344:7539	HLA-C	NA	0	1	2	2	0	1	1
WTCHG_18627:2:103:19376:9091	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:19389:9422	HLA-C	NA	1	2	NA	NA	1	2	2
WTCHG_18627:2:103:19425:9391	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:19539:18749	HLA-C	NA	3	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:1991:5083	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:2074:9874	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:2166:18171	HLA-C	NA	1	2	2	2	0	2	2
WTCHG_18627:2:103:2426:21377	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:2566:18744	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:2571:7433	HLA-C	NA	0	2	NA	NA	0	NA	NA
WTCHG_18627:2:103:2795:11485	HLA-C	NA	0	2	2	2	0	2	2
WTCHG_18627:2:103:2847:11275	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:2905:20759	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:3147:9821	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:3422:8969	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:3472:3081	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:3791:4721	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:103:3912:4863	HLA-C	NA	0	3	NA	3	0	3	NA
WTCHG_18627:2:103:4020:12099	HLA-C	NA	1	4	2	NA	1	4	4
WTCHG_18627:2:103:4107:18475	HLA-C	NA	0	1	2	1	0	1	1
WTCHG_18627:2:103:4281:15457	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:103:4289:7453	HLA-C	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:4449:5976	HLA-C	NA	0	3	2	3	0	NA	NA
WTCHG_18627:2:103:4525:2370	HLA-C	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:4658:8033	HLA-C	NA	0	4	4	NA	0	NA	NA
WTCHG_18627:2:103:4810:12700	HLA-C	NA	1	2	3	3	1	2	2
WTCHG_18627:2:103:4922:10881	HLA-C	NA	1	3	NA	NA	3	4	4
WTCHG_18627:2:103:5131:11426	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:5145:16381	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:5312:17511	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:103:5368:13874	HLA-C	NA	1	2	NA	NA	1	2	2
WTCHG_18627:2:103:5585:2102	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:5620:18617	HLA-C	NA	0	3	3	3	0	3	3
WTCHG_18627:2:103:5834:6879	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:6157:16765	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:6271:2596	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:6485:13779	HLA-C	NA	0	3	3	NA	0	NA	NA
WTCHG_18627:2:103:6803:11566	HLA-C	NA	0	1	2	2	0	1	1
WTCHG_18627:2:103:6847:21137	HLA-C	NA	0	0	0	0	0	1	1
WTCHG_18627:2:103:6950:5129	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:7115:15643	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:7206:1559	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:7460:18539	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:103:7629:2715	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:7694:19893	HLA-C	NA	0	1	3	NA	1	2	2
WTCHG_18627:2:103:7818:17577	HLA-C	NA	1	NA	3	4	1	NA	NA
WTCHG_18627:2:103:7847:21210	HLA-C	NA	0	2	2	2	0	2	2
WTCHG_18627:2:103:7851:11899	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:7926:9009	HLA-C	NA	NA	NA	NA	3	0	NA	NA
WTCHG_18627:2:103:8167:18533	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:8316:16159	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:8429:10352	HLA-C	NA	1	2	2	2	1	2	2
WTCHG_18627:2:103:8537:18548	HLA-C	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:103:8601:2541	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:8836:17076	HLA-C	NA	1	NA	NA	NA	2	NA	NA
WTCHG_18627:2:103:8905:19655	HLA-C	NA	0	2	NA	NA	0	NA	NA
WTCHG_18627:2:103:9098:5798	HLA-C	NA	0	2	2	2	0	2	2
WTCHG_18627:2:103:9153:11362	HLA-C	NA	1	2	3	2	1	2	2
WTCHG_18627:2:103:9173:19754	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:9189:4500	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:103:9264:13620	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:9284:20095	HLA-C	NA	0	1	1	1	0	1	1
WTCHG_18627:2:103:9351:19461	HLA-C	NA	1	3	3	3	1	3	3
WTCHG_18627:2:103:9427:11435	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:103:9885:6176	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:103:9893:3782	HLA-C	NA	0	1	NA	1	0	1	NA
WTCHG_18627:2:104:10049:7530	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:104:1011:17843	HLA-C	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:104:10163:15882	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:104:1057:11403	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:104:10628:12738	HLA-C	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:104:10814:15950	HLA-C	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:104:10895:9334	HLA-C	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:104:10990:7758	HLA-C	NA	0	NA	NA	NA	0	NA	NA
WTCHG_18627:2:104:11187:4364	HLA-C	NA	0	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:10014:4776	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:10295:2015	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:10396:2222	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:10417:4662	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:10603:19228	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:10698:6973	HLA-DRA	NA	1	4	4	4	NA	4	4
WTCHG_18627:2:100:10758:2574	HLA-DRA	NA	1	2	1	1	1	1	1
WTCHG_18627:2:100:1078:12055	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:10813:5319	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:10858:7182	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:10885:17329	HLA-DRA	NA	1	3	3	3	2	3	3
WTCHG_18627:2:100:11152:12340	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:11340:21368	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:11657:10059	HLA-DRA	NA	0	1	0	0	1	0	0
WTCHG_18627:2:100:11672:1616	HLA-DRA	NA	0	0	0	1	0	1	1
WTCHG_18627:2:100:11734:6829	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:12075:4192	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:12101:1275	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:12246:3893	HLA-DRA	NA	2	2	2	2	0	2	2
WTCHG_18627:2:100:12262:1306	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:12316:7997	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:12334:6003	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:12343:2248	HLA-DRA	NA	1	3	3	3	2	3	3
WTCHG_18627:2:100:12501:4905	HLA-DRA	NA	NA	2	2	2	0	2	2
WTCHG_18627:2:100:1269:6524	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:12837:7253	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:12845:4594	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:12856:16906	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:12957:1102	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:13037:9152	HLA-DRA	NA	3	2	2	2	0	2	2
